@RELATION test
@ATTRIBUTE col0 NUMERIC
@ATTRIBUTE col1 NUMERIC
@ATTRIBUTE col2 NUMERIC
@ATTRIBUTE col3 NUMERIC
@ATTRIBUTE col4 NUMERIC
@ATTRIBUTE class {'g','b'}
@DATA
51.0,28.0,29775.0,165419.0,5.0,'g'
41.0,8.0,39601.0,172182.0,1.0,'g'
53.0,15.0,15108.0,137349.0,4.0,'g'
39.0,11.0,7850.0,196268.0,2.0,'g'
38.0,3.0,6069.0,101159.0,5.0,'g'
55.0,23.0,22655.0,188798.0,5.0,'g'
45.0,20.0,24778.0,117992.0,4.0,'g'
37.0,5.0,29067.0,161485.0,2.0,'g'
33.0,1.0,4119.0,137327.0,4.0,'g'
44.0,5.0,49431.0,170454.0,0.0,'g'
40.0,16.0,38327.0,147415.0,1.0,'g'
44.0,19.0,13387.0,167347.0,4.0,'g'
38.0,5.0,9517.0,105749.0,0.0,'g'
31.0,7.0,18335.0,141039.0,5.0,'g'
42.0,20.0,37560.0,163306.0,0.0,'g'
26.0,5.0,15761.0,197015.0,3.0,'g'
39.0,3.0,19951.0,105006.0,5.0,'g'
49.0,28.0,5424.0,90409.0,0.0,'g'
57.0,31.0,39394.0,145906.0,2.0,'g'
50.0,18.0,16461.0,126630.0,2.0,'g'
24.0,4.0,8948.0,89480.0,4.0,'g'
39.0,9.0,1874.0,187424.0,1.0,'b'
44.0,9.0,8527.0,94749.0,1.0,'g'
26.0,3.0,20479.0,157532.0,0.0,'g'
43.0,16.0,10196.0,127452.0,1.0,'g'
48.0,10.0,14278.0,178485.0,0.0,'g'
25.0,0.0,0.0,133165.0,1.0,'b'
42.0,22.0,23079.0,135762.0,1.0,'g'
37.0,6.0,4864.0,162162.0,1.0,'g'
31.0,9.0,24868.0,138156.0,0.0,'g'
40.0,12.0,46417.0,193405.0,3.0,'g'
58.0,28.0,1378.0,137829.0,3.0,'g'
58.0,25.0,34443.0,149755.0,1.0,'g'
57.0,27.0,51976.0,179231.0,0.0,'g'
29.0,8.0,1856.0,92814.0,3.0,'b'
49.0,19.0,30202.0,143821.0,5.0,'g'
28.0,1.0,40836.0,194460.0,1.0,'g'
57.0,28.0,33957.0,147641.0,4.0,'g'
38.0,8.0,29099.0,138567.0,2.0,'g'
39.0,2.0,37100.0,185504.0,4.0,'g'
52.0,25.0,26580.0,132901.0,4.0,'g'
29.0,1.0,31559.0,175329.0,0.0,'g'
57.0,26.0,37856.0,157737.0,4.0,'g'
30.0,9.0,8045.0,73140.0,0.0,'g'
58.0,21.0,43387.0,197217.0,4.0,'g'
55.0,25.0,9044.0,113056.0,1.0,'g'
53.0,27.0,32810.0,193005.0,2.0,'g'
48.0,24.0,19393.0,102073.0,2.0,'g'
52.0,29.0,20169.0,183362.0,1.0,'g'
47.0,18.0,16784.0,79928.0,3.0,'g'
55.0,21.0,21948.0,199533.0,0.0,'g'
47.0,20.0,5433.0,181132.0,4.0,'g'
46.0,13.0,6696.0,83707.0,5.0,'g'
53.0,32.0,11007.0,183462.0,2.0,'g'
30.0,1.0,14450.0,53520.0,2.0,'g'
22.0,2.0,1821.0,182192.0,0.0,'b'
32.0,12.0,6590.0,164756.0,0.0,'g'
42.0,7.0,13722.0,137226.0,2.0,'g'
38.0,7.0,19316.0,148591.0,0.0,'g'
45.0,19.0,38101.0,131386.0,1.0,'g'
40.0,11.0,28401.0,113605.0,3.0,'g'
49.0,23.0,24530.0,102209.0,3.0,'g'
32.0,4.0,35425.0,131206.0,2.0,'g'
51.0,20.0,36051.0,144206.0,2.0,'g'
50.0,18.0,1804.0,90242.0,1.0,'g'
59.0,23.0,17213.0,59356.0,1.0,'g'
36.0,1.0,11208.0,86219.0,1.0,'g'
52.0,27.0,15171.0,84286.0,2.0,'g'
59.0,24.0,19947.0,71242.0,4.0,'g'
54.0,27.0,13267.0,60306.0,0.0,'g'
48.0,13.0,10760.0,59782.0,2.0,'g'
50.0,22.0,0.0,110122.0,4.0,'g'
53.0,23.0,20701.0,188199.0,3.0,'g'
46.0,20.0,4970.0,165685.0,4.0,'g'
51.0,14.0,8269.0,91885.0,0.0,'g'
56.0,23.0,20085.0,111587.0,2.0,'g'
37.0,7.0,11213.0,80095.0,1.0,'g'
45.0,20.0,17310.0,157366.0,0.0,'g'
35.0,0.0,4777.0,79623.0,1.0,'g'
58.0,20.0,23553.0,98140.0,3.0,'g'
53.0,15.0,8266.0,82666.0,4.0,'g'
56.0,17.0,11221.0,160305.0,1.0,'g'
37.0,6.0,11208.0,93405.0,2.0,'g'
39.0,8.0,35264.0,141057.0,3.0,'g'
43.0,23.0,36438.0,191784.0,2.0,'g'
30.0,2.0,30181.0,177539.0,3.0,'g'
59.0,21.0,3767.0,75347.0,5.0,'g'
45.0,23.0,1211.0,121122.0,1.0,'g'
53.0,21.0,24919.0,177994.0,3.0,'g'
45.0,13.0,23922.0,159480.0,0.0,'g'
58.0,26.0,31207.0,111457.0,4.0,'g'
36.0,4.0,9053.0,181076.0,1.0,'g'
53.0,21.0,3129.0,52166.0,2.0,'g'
36.0,2.0,17942.0,179422.0,4.0,'g'
36.0,7.0,12700.0,74706.0,2.0,'g'
38.0,10.0,11165.0,79756.0,1.0,'g'
45.0,12.0,5751.0,52283.0,3.0,'g'
51.0,22.0,5652.0,188430.0,4.0,'g'
37.0,12.0,14548.0,161648.0,2.0,'g'
57.0,35.0,8016.0,160328.0,3.0,'g'
32.0,4.0,24466.0,143922.0,1.0,'g'
34.0,7.0,11076.0,138459.0,2.0,'g'
56.0,24.0,30344.0,151723.0,2.0,'g'
46.0,14.0,10526.0,105264.0,1.0,'g'
57.0,30.0,10239.0,51196.0,0.0,'g'
41.0,8.0,31019.0,163262.0,2.0,'g'
51.0,28.0,20929.0,160993.0,4.0,'g'
58.0,22.0,20145.0,87591.0,2.0,'g'
59.0,25.0,11422.0,87865.0,2.0,'g'
59.0,28.0,20414.0,120083.0,3.0,'g'
47.0,8.0,48058.0,171638.0,2.0,'g'
59.0,21.0,26006.0,173376.0,0.0,'g'
57.0,28.0,24294.0,115686.0,3.0,'g'
50.0,29.0,15819.0,68779.0,1.0,'g'
33.0,9.0,31220.0,173446.0,5.0,'g'
51.0,13.0,6745.0,134915.0,3.0,'g'
46.0,7.0,822.0,82248.0,0.0,'b'
40.0,7.0,33744.0,116361.0,1.0,'g'
44.0,17.0,16127.0,179195.0,5.0,'g'
31.0,11.0,39767.0,198836.0,1.0,'g'
41.0,10.0,19464.0,176947.0,4.0,'g'
47.0,25.0,9126.0,152115.0,0.0,'g'
45.0,8.0,46513.0,160393.0,0.0,'g'
31.0,0.0,2163.0,108196.0,5.0,'g'
57.0,19.0,20754.0,122085.0,5.0,'g'
42.0,5.0,8246.0,164931.0,2.0,'g'
52.0,17.0,10061.0,167690.0,1.0,'g'
56.0,21.0,15206.0,126721.0,3.0,'g'
57.0,21.0,13559.0,112998.0,3.0,'g'
37.0,0.0,9501.0,63343.0,2.0,'g'
41.0,4.0,3544.0,177234.0,4.0,'g'
26.0,5.0,1240.0,62049.0,1.0,'b'
39.0,0.0,26402.0,120013.0,2.0,'g'
44.0,19.0,9983.0,110932.0,5.0,'g'
42.0,7.0,7301.0,182534.0,3.0,'g'
50.0,21.0,24751.0,154694.0,2.0,'g'
48.0,21.0,15140.0,189258.0,3.0,'g'
52.0,24.0,1530.0,76535.0,2.0,'g'
33.0,4.0,46371.0,178351.0,0.0,'g'
47.0,10.0,6487.0,92681.0,5.0,'g'
44.0,10.0,15181.0,168680.0,4.0,'g'
33.0,5.0,3576.0,59603.0,1.0,'g'
57.0,32.0,22328.0,131343.0,4.0,'g'
40.0,14.0,7618.0,152369.0,3.0,'g'
42.0,19.0,25439.0,169597.0,2.0,'g'
24.0,0.0,21488.0,143256.0,3.0,'g'
36.0,13.0,46170.0,192375.0,4.0,'g'
55.0,25.0,29893.0,157332.0,2.0,'g'
47.0,21.0,39094.0,150365.0,1.0,'g'
25.0,1.0,12171.0,121714.0,3.0,'g'
59.0,28.0,12906.0,86042.0,1.0,'g'
38.0,8.0,14685.0,66750.0,2.0,'g'
54.0,27.0,20937.0,72199.0,0.0,'g'
39.0,0.0,14048.0,140487.0,5.0,'g'
45.0,24.0,8506.0,70885.0,3.0,'g'
40.0,8.0,1864.0,62139.0,1.0,'b'
50.0,11.0,9309.0,155156.0,2.0,'g'
42.0,5.0,10967.0,54836.0,4.0,'g'
36.0,13.0,864.0,86422.0,2.0,'b'
51.0,15.0,6276.0,69743.0,5.0,'g'
40.0,5.0,8692.0,57948.0,4.0,'g'
56.0,30.0,25418.0,181564.0,2.0,'g'
59.0,28.0,7080.0,78670.0,2.0,'g'
33.0,1.0,20174.0,155185.0,3.0,'g'
56.0,33.0,16645.0,79262.0,4.0,'g'
34.0,0.0,29723.0,185770.0,1.0,'g'
45.0,6.0,29544.0,134295.0,4.0,'g'
43.0,11.0,31109.0,141407.0,1.0,'g'
44.0,11.0,11391.0,63288.0,1.0,'g'
42.0,16.0,28805.0,160033.0,1.0,'g'
27.0,1.0,9872.0,89751.0,5.0,'g'
45.0,24.0,39304.0,170890.0,0.0,'g'
50.0,13.0,15155.0,54128.0,0.0,'g'
24.0,3.0,6701.0,74459.0,2.0,'g'
44.0,7.0,7648.0,152971.0,4.0,'g'
56.0,34.0,3052.0,152646.0,2.0,'g'
50.0,14.0,4731.0,59138.0,2.0,'g'
51.0,24.0,7695.0,153919.0,2.0,'g'
43.0,15.0,7739.0,128995.0,2.0,'g'
39.0,11.0,33230.0,174897.0,2.0,'g'
56.0,23.0,3252.0,162649.0,2.0,'g'
49.0,25.0,40194.0,138600.0,1.0,'g'
55.0,23.0,13719.0,59649.0,1.0,'g'
31.0,3.0,28612.0,98664.0,2.0,'g'
34.0,6.0,9981.0,52536.0,4.0,'g'
36.0,4.0,0.0,107261.0,0.0,'b'
53.0,25.0,5445.0,68073.0,0.0,'g'
55.0,18.0,18930.0,135215.0,3.0,'g'
37.0,13.0,24873.0,99493.0,3.0,'g'
41.0,16.0,29735.0,118942.0,2.0,'g'
58.0,23.0,0.0,78159.0,1.0,'g'
47.0,14.0,15379.0,170888.0,4.0,'g'
47.0,18.0,10501.0,175018.0,0.0,'g'
58.0,33.0,26546.0,139716.0,1.0,'g'
32.0,8.0,5039.0,83998.0,2.0,'g'
41.0,14.0,28803.0,130924.0,0.0,'g'
39.0,7.0,12135.0,50565.0,0.0,'g'
46.0,8.0,10009.0,100091.0,2.0,'g'
51.0,27.0,14392.0,89951.0,0.0,'g'
36.0,2.0,27976.0,186507.0,2.0,'g'
54.0,32.0,32066.0,188629.0,3.0,'g'
50.0,26.0,13761.0,196592.0,1.0,'g'
36.0,6.0,23212.0,116062.0,4.0,'g'
49.0,23.0,23573.0,147333.0,3.0,'g'
56.0,34.0,0.0,192527.0,2.0,'g'
39.0,16.0,23634.0,112546.0,1.0,'g'
38.0,13.0,21996.0,183303.0,1.0,'g'
42.0,21.0,32169.0,160845.0,3.0,'g'
52.0,15.0,29694.0,148474.0,3.0,'g'
58.0,28.0,5721.0,57212.0,0.0,'g'
45.0,11.0,19791.0,179923.0,4.0,'g'
42.0,16.0,8898.0,148312.0,5.0,'g'
51.0,31.0,0.0,195862.0,4.0,'g'
40.0,15.0,28023.0,133445.0,5.0,'g'
34.0,1.0,27169.0,100626.0,0.0,'g'
38.0,10.0,3865.0,193259.0,3.0,'g'
58.0,30.0,7470.0,106722.0,5.0,'g'
52.0,25.0,17983.0,163489.0,3.0,'g'
51.0,13.0,3016.0,75407.0,5.0,'g'
43.0,20.0,43966.0,191159.0,4.0,'g'
59.0,27.0,2950.0,59006.0,5.0,'g'
34.0,2.0,39311.0,187199.0,0.0,'g'
53.0,27.0,28602.0,130013.0,5.0,'g'
42.0,12.0,7369.0,56692.0,0.0,'g'
23.0,3.0,7830.0,156607.0,5.0,'g'
58.0,19.0,19039.0,90662.0,3.0,'g'
41.0,7.0,0.0,79195.0,4.0,'b'
43.0,17.0,33109.0,132439.0,3.0,'g'
37.0,10.0,13576.0,135766.0,5.0,'g'
50.0,26.0,12615.0,78846.0,4.0,'g'
47.0,10.0,24456.0,101904.0,5.0,'g'
49.0,15.0,6497.0,72198.0,3.0,'g'
55.0,35.0,27645.0,197465.0,0.0,'g'
40.0,13.0,20693.0,129335.0,2.0,'g'
28.0,5.0,10263.0,73309.0,2.0,'g'
51.0,12.0,15756.0,105045.0,0.0,'g'
44.0,22.0,6137.0,153429.0,4.0,'g'
51.0,27.0,28292.0,108816.0,2.0,'g'
42.0,4.0,16627.0,138559.0,1.0,'g'
48.0,11.0,17831.0,74299.0,1.0,'g'
54.0,23.0,10250.0,170849.0,4.0,'g'
53.0,27.0,0.0,113610.0,4.0,'g'
51.0,19.0,12787.0,142085.0,2.0,'g'
53.0,29.0,34967.0,184037.0,3.0,'g'
45.0,17.0,39238.0,196191.0,3.0,'g'
55.0,25.0,18962.0,189622.0,2.0,'g'
59.0,24.0,5408.0,180267.0,2.0,'g'
27.0,5.0,4637.0,92741.0,5.0,'g'
55.0,21.0,14691.0,122432.0,3.0,'g'
40.0,16.0,11700.0,73131.0,3.0,'g'
40.0,2.0,9369.0,62464.0,4.0,'g'
35.0,7.0,23757.0,197981.0,3.0,'g'
34.0,4.0,1968.0,98414.0,0.0,'g'
53.0,31.0,2468.0,61710.0,4.0,'g'
26.0,5.0,37325.0,186628.0,5.0,'g'
57.0,24.0,17339.0,91263.0,0.0,'g'
42.0,12.0,3170.0,158527.0,4.0,'g'
43.0,20.0,7110.0,118514.0,2.0,'g'
41.0,4.0,34996.0,124988.0,1.0,'g'
55.0,19.0,4517.0,112930.0,4.0,'g'
54.0,29.0,18959.0,145840.0,4.0,'g'
47.0,21.0,18379.0,87520.0,0.0,'g'
33.0,11.0,28762.0,125054.0,0.0,'g'
34.0,4.0,11220.0,62336.0,4.0,'g'
28.0,4.0,10921.0,109216.0,5.0,'g'
47.0,25.0,51818.0,199300.0,0.0,'g'
43.0,5.0,23823.0,183257.0,1.0,'g'
46.0,11.0,30293.0,112198.0,0.0,'g'
52.0,17.0,17648.0,126062.0,3.0,'g'
29.0,0.0,18863.0,117894.0,3.0,'g'
43.0,5.0,2384.0,119240.0,3.0,'g'
40.0,4.0,20656.0,89810.0,1.0,'g'
37.0,8.0,14790.0,105645.0,4.0,'g'
48.0,10.0,28557.0,129807.0,1.0,'g'
40.0,17.0,17226.0,78303.0,0.0,'g'
55.0,20.0,9761.0,195222.0,2.0,'g'
49.0,21.0,0.0,131958.0,4.0,'g'
48.0,10.0,7030.0,100431.0,1.0,'g'
33.0,3.0,33608.0,197695.0,0.0,'g'
51.0,14.0,6947.0,77190.0,5.0,'g'
26.0,5.0,20544.0,114137.0,3.0,'g'
33.0,3.0,9717.0,194346.0,1.0,'g'
45.0,18.0,6485.0,108087.0,0.0,'g'
48.0,18.0,16953.0,154124.0,5.0,'g'
57.0,22.0,29305.0,183161.0,2.0,'g'
39.0,0.0,3648.0,91223.0,1.0,'g'
32.0,6.0,17021.0,130932.0,4.0,'g'
46.0,18.0,14648.0,133168.0,4.0,'g'
59.0,24.0,13415.0,121963.0,5.0,'g'
58.0,24.0,47843.0,170868.0,3.0,'g'
50.0,24.0,16791.0,83958.0,4.0,'g'
33.0,13.0,18157.0,86465.0,0.0,'g'
24.0,2.0,32786.0,182145.0,1.0,'g'
43.0,13.0,28610.0,143053.0,5.0,'g'
41.0,6.0,25511.0,94488.0,0.0,'g'
41.0,8.0,6938.0,69382.0,4.0,'g'
32.0,7.0,20915.0,95071.0,3.0,'g'
58.0,22.0,0.0,85843.0,5.0,'g'
51.0,15.0,12288.0,153612.0,2.0,'g'
55.0,25.0,26332.0,138590.0,0.0,'g'
58.0,34.0,15654.0,74543.0,4.0,'g'
27.0,7.0,977.0,97772.0,3.0,'b'
38.0,4.0,16654.0,111028.0,0.0,'g'
47.0,26.0,24295.0,110432.0,1.0,'g'
37.0,9.0,46505.0,172242.0,1.0,'g'
24.0,2.0,12861.0,183740.0,0.0,'g'
53.0,24.0,28780.0,102789.0,5.0,'g'
45.0,21.0,13387.0,111564.0,1.0,'g'
48.0,26.0,12444.0,177781.0,2.0,'g'
59.0,27.0,9156.0,61046.0,4.0,'g'
54.0,23.0,38375.0,132329.0,3.0,'g'
34.0,1.0,14601.0,60839.0,4.0,'g'
53.0,27.0,35358.0,168376.0,1.0,'g'
55.0,29.0,49380.0,182890.0,4.0,'g'
55.0,16.0,45874.0,158189.0,4.0,'g'
59.0,24.0,24886.0,191436.0,5.0,'g'
41.0,20.0,5160.0,172014.0,2.0,'g'
59.0,27.0,43689.0,168035.0,5.0,'g'
32.0,0.0,23978.0,184451.0,2.0,'g'
47.0,27.0,2267.0,75583.0,3.0,'g'
44.0,11.0,20690.0,147791.0,0.0,'g'
45.0,11.0,13633.0,56806.0,5.0,'g'
56.0,23.0,7595.0,50636.0,3.0,'g'
42.0,4.0,11143.0,79599.0,4.0,'g'
45.0,20.0,17450.0,83097.0,0.0,'g'
35.0,13.0,1830.0,91546.0,1.0,'b'
42.0,21.0,24826.0,155166.0,3.0,'g'
49.0,13.0,28678.0,130359.0,5.0,'g'
53.0,33.0,21379.0,97178.0,4.0,'g'
41.0,20.0,6539.0,50306.0,1.0,'g'
35.0,7.0,43572.0,167587.0,0.0,'g'
56.0,19.0,43026.0,187072.0,2.0,'g'
56.0,31.0,35001.0,145839.0,1.0,'g'
53.0,27.0,19946.0,94984.0,4.0,'g'
41.0,3.0,28678.0,168699.0,2.0,'g'
29.0,8.0,38687.0,193435.0,4.0,'g'
59.0,32.0,19684.0,93734.0,4.0,'g'
41.0,3.0,14115.0,176447.0,5.0,'g'
53.0,16.0,10672.0,133411.0,5.0,'g'
53.0,21.0,25995.0,113025.0,4.0,'g'
33.0,7.0,23475.0,90292.0,3.0,'g'
46.0,26.0,15716.0,60447.0,1.0,'g'
35.0,11.0,30936.0,181980.0,3.0,'g'
47.0,25.0,6499.0,59082.0,1.0,'g'
42.0,19.0,16441.0,137016.0,2.0,'g'
35.0,3.0,11924.0,170344.0,3.0,'g'
43.0,9.0,5882.0,196083.0,3.0,'g'
39.0,0.0,14185.0,74658.0,2.0,'g'
55.0,29.0,16237.0,180422.0,5.0,'g'
56.0,29.0,26487.0,126131.0,3.0,'g'
52.0,20.0,4637.0,66257.0,4.0,'g'
27.0,6.0,6318.0,157967.0,1.0,'g'
56.0,26.0,10619.0,55893.0,5.0,'g'
48.0,13.0,18653.0,186532.0,1.0,'g'
41.0,8.0,8308.0,51931.0,1.0,'g'
37.0,3.0,7550.0,75502.0,4.0,'g'
42.0,3.0,22310.0,111553.0,0.0,'g'
55.0,21.0,40185.0,191358.0,1.0,'g'
34.0,11.0,3561.0,118727.0,3.0,'g'
59.0,26.0,17091.0,71216.0,3.0,'g'
49.0,12.0,2073.0,103650.0,1.0,'g'
50.0,14.0,46002.0,184011.0,5.0,'g'
55.0,17.0,26938.0,192418.0,4.0,'g'
40.0,13.0,17020.0,130929.0,3.0,'g'
50.0,18.0,0.0,137460.0,5.0,'g'
31.0,3.0,7970.0,199252.0,2.0,'g'
57.0,24.0,21840.0,121338.0,1.0,'g'
58.0,20.0,0.0,100220.0,2.0,'g'
34.0,11.0,52065.0,179536.0,1.0,'g'
34.0,9.0,25132.0,147836.0,4.0,'g'
33.0,8.0,2602.0,130135.0,4.0,'g'
54.0,30.0,27126.0,129174.0,3.0,'g'
50.0,14.0,22138.0,110691.0,1.0,'g'
56.0,35.0,22767.0,162626.0,0.0,'g'
53.0,16.0,35363.0,168397.0,2.0,'g'
39.0,13.0,6991.0,116529.0,1.0,'g'
50.0,11.0,2598.0,129946.0,4.0,'g'
43.0,9.0,20663.0,86096.0,5.0,'g'
57.0,24.0,33340.0,114967.0,3.0,'g'
28.0,1.0,4778.0,53092.0,4.0,'g'
38.0,3.0,1590.0,159002.0,5.0,'b'
41.0,10.0,22352.0,89408.0,4.0,'g'
53.0,15.0,19115.0,147042.0,2.0,'g'
46.0,14.0,39860.0,189814.0,0.0,'g'
51.0,15.0,28737.0,151251.0,4.0,'g'
58.0,26.0,1863.0,186315.0,1.0,'g'
53.0,15.0,28550.0,167945.0,2.0,'g'
25.0,0.0,0.0,159744.0,5.0,'b'
48.0,16.0,19247.0,106932.0,3.0,'g'
50.0,18.0,38621.0,193108.0,1.0,'g'
37.0,2.0,40850.0,177611.0,0.0,'g'
49.0,28.0,6639.0,94849.0,1.0,'g'
41.0,12.0,44891.0,160328.0,4.0,'g'
42.0,12.0,7350.0,122502.0,0.0,'g'
41.0,12.0,31581.0,116969.0,2.0,'g'
55.0,29.0,4777.0,95558.0,2.0,'g'
49.0,16.0,6652.0,166314.0,5.0,'g'
46.0,9.0,20520.0,186547.0,0.0,'g'
56.0,27.0,17442.0,193811.0,1.0,'g'
50.0,22.0,18283.0,101575.0,2.0,'g'
46.0,11.0,0.0,172316.0,5.0,'b'
58.0,20.0,7986.0,133112.0,3.0,'g'
22.0,2.0,15373.0,153737.0,0.0,'g'
45.0,17.0,30745.0,192159.0,3.0,'g'
26.0,0.0,4101.0,102535.0,4.0,'g'
33.0,3.0,7016.0,77959.0,3.0,'g'
34.0,4.0,1433.0,71671.0,0.0,'b'
30.0,2.0,1897.0,94862.0,1.0,'b'
47.0,8.0,1724.0,86213.0,3.0,'b'
58.0,21.0,37872.0,130594.0,5.0,'g'
44.0,6.0,24925.0,178036.0,4.0,'g'
52.0,26.0,42700.0,194093.0,1.0,'g'
42.0,12.0,13025.0,93037.0,0.0,'g'
35.0,6.0,6028.0,66979.0,3.0,'g'
41.0,12.0,0.0,169008.0,5.0,'b'
50.0,26.0,11585.0,193094.0,3.0,'g'
34.0,14.0,10103.0,126298.0,3.0,'g'
54.0,15.0,8997.0,179940.0,1.0,'g'
29.0,4.0,46527.0,178953.0,3.0,'g'
55.0,29.0,26606.0,190049.0,0.0,'g'
36.0,13.0,16609.0,150992.0,0.0,'g'
40.0,2.0,3292.0,54874.0,5.0,'g'
46.0,24.0,22709.0,113548.0,0.0,'g'
37.0,12.0,27206.0,151146.0,4.0,'g'
32.0,9.0,2800.0,140020.0,0.0,'g'
49.0,15.0,33564.0,145931.0,0.0,'g'
45.0,14.0,24873.0,99492.0,4.0,'g'
54.0,28.0,8137.0,116250.0,3.0,'g'
46.0,11.0,22161.0,123122.0,1.0,'g'
26.0,4.0,43431.0,167045.0,1.0,'g'
58.0,27.0,28283.0,157131.0,2.0,'g'
39.0,5.0,9587.0,191742.0,2.0,'g'
38.0,16.0,17111.0,61112.0,4.0,'g'
39.0,14.0,17275.0,90923.0,0.0,'g'
52.0,14.0,34729.0,133575.0,2.0,'g'
57.0,31.0,12540.0,89577.0,5.0,'g'
37.0,9.0,13691.0,97796.0,4.0,'g'
36.0,5.0,14517.0,90737.0,0.0,'g'
41.0,18.0,12468.0,155860.0,5.0,'g'
25.0,2.0,10746.0,107466.0,2.0,'g'
41.0,11.0,39614.0,180065.0,0.0,'g'
44.0,14.0,1294.0,129431.0,4.0,'g'
32.0,9.0,3190.0,79751.0,5.0,'g'
36.0,10.0,33958.0,188661.0,4.0,'g'
35.0,2.0,8231.0,164622.0,4.0,'g'
49.0,21.0,7971.0,79710.0,2.0,'g'
33.0,5.0,5318.0,177288.0,0.0,'g'
45.0,11.0,4982.0,124557.0,3.0,'g'
38.0,15.0,27599.0,98571.0,0.0,'g'
29.0,1.0,20077.0,87295.0,5.0,'g'
44.0,6.0,25174.0,167831.0,4.0,'g'
42.0,16.0,17329.0,157540.0,5.0,'g'
36.0,0.0,19714.0,179221.0,3.0,'g'
33.0,4.0,3299.0,65995.0,1.0,'g'
52.0,21.0,16308.0,65233.0,5.0,'g'
39.0,7.0,13214.0,82593.0,5.0,'g'
36.0,3.0,36839.0,131571.0,0.0,'g'
49.0,14.0,10642.0,56015.0,0.0,'g'
55.0,17.0,21484.0,165268.0,1.0,'g'
31.0,3.0,22106.0,92112.0,1.0,'g'
43.0,4.0,1371.0,137123.0,3.0,'b'
38.0,7.0,24592.0,144662.0,1.0,'g'
38.0,3.0,25223.0,126117.0,5.0,'g'
32.0,1.0,9387.0,72212.0,1.0,'g'
58.0,31.0,12718.0,115622.0,5.0,'g'
33.0,12.0,51368.0,197572.0,4.0,'g'
45.0,15.0,39774.0,180792.0,4.0,'g'
58.0,22.0,6894.0,137890.0,3.0,'g'
47.0,15.0,34905.0,120364.0,5.0,'g'
41.0,11.0,39089.0,177680.0,5.0,'g'
49.0,17.0,20856.0,160434.0,5.0,'g'
37.0,11.0,12749.0,127495.0,4.0,'g'
49.0,12.0,15660.0,120462.0,3.0,'g'
43.0,15.0,0.0,167300.0,1.0,'g'
36.0,7.0,10776.0,53882.0,5.0,'g'
56.0,35.0,6132.0,87608.0,3.0,'g'
30.0,9.0,49356.0,189832.0,5.0,'g'
32.0,3.0,43904.0,156801.0,5.0,'g'
42.0,9.0,40520.0,176174.0,4.0,'g'
54.0,15.0,0.0,57779.0,3.0,'g'
37.0,13.0,18044.0,106145.0,5.0,'g'
55.0,20.0,19441.0,72007.0,5.0,'g'
51.0,24.0,25009.0,156307.0,2.0,'g'
49.0,13.0,44255.0,177021.0,2.0,'g'
42.0,3.0,20410.0,81643.0,3.0,'g'
59.0,28.0,14016.0,77870.0,1.0,'g'
55.0,23.0,42297.0,183903.0,5.0,'g'
39.0,19.0,33721.0,198359.0,3.0,'g'
41.0,4.0,47285.0,163055.0,1.0,'g'
59.0,22.0,10975.0,78398.0,0.0,'g'
43.0,19.0,16814.0,168140.0,5.0,'g'
43.0,12.0,2264.0,75480.0,3.0,'g'
51.0,19.0,31295.0,125181.0,1.0,'g'
58.0,28.0,16337.0,163372.0,5.0,'g'
49.0,24.0,47266.0,162988.0,2.0,'g'
35.0,2.0,14568.0,112069.0,2.0,'g'
57.0,20.0,48802.0,187702.0,4.0,'g'
56.0,17.0,23751.0,118756.0,5.0,'g'
50.0,11.0,29839.0,186496.0,5.0,'g'
31.0,0.0,5071.0,126798.0,3.0,'g'
30.0,2.0,37223.0,169196.0,3.0,'g'
33.0,11.0,23829.0,183302.0,3.0,'g'
45.0,13.0,17912.0,149271.0,0.0,'g'
41.0,6.0,6731.0,74789.0,3.0,'g'
50.0,19.0,4889.0,97792.0,4.0,'g'
59.0,21.0,34673.0,157608.0,3.0,'g'
41.0,16.0,38598.0,175449.0,0.0,'g'
41.0,15.0,42199.0,168797.0,4.0,'g'
39.0,7.0,10915.0,90964.0,1.0,'g'
56.0,30.0,5660.0,70752.0,4.0,'g'
42.0,5.0,7507.0,125123.0,0.0,'g'
45.0,12.0,39229.0,163456.0,4.0,'g'
34.0,12.0,15255.0,72643.0,4.0,'g'
47.0,10.0,37422.0,143934.0,3.0,'g'
55.0,27.0,33497.0,186097.0,0.0,'g'
22.0,1.0,5814.0,145361.0,4.0,'g'
27.0,2.0,35150.0,167382.0,3.0,'g'
58.0,33.0,13284.0,69918.0,2.0,'g'
55.0,25.0,9856.0,197120.0,3.0,'g'
45.0,21.0,20097.0,167478.0,0.0,'g'
39.0,11.0,41330.0,172212.0,5.0,'g'
34.0,7.0,47657.0,198573.0,0.0,'g'
57.0,29.0,30861.0,192882.0,1.0,'g'
49.0,23.0,9020.0,53061.0,0.0,'g'
58.0,33.0,30247.0,131509.0,2.0,'g'
36.0,11.0,5384.0,134602.0,1.0,'g'
54.0,18.0,6385.0,127710.0,3.0,'g'
47.0,19.0,7054.0,176354.0,3.0,'g'
35.0,15.0,30342.0,131925.0,3.0,'g'
45.0,22.0,11358.0,189310.0,0.0,'g'
57.0,18.0,13270.0,110589.0,5.0,'g'
54.0,16.0,611.0,61152.0,5.0,'g'
42.0,13.0,10335.0,73827.0,5.0,'g'
45.0,13.0,15538.0,103591.0,5.0,'g'
